Area Code,State,Market,Market Size,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,Budget Profit,Budget COGS,Budget Margin,Budget Sales,ProductId,Date,Product Type,Product,Type,Year,Month,Day,Predicted_Sales
206,18,3,1,71.0,123.0,226.0,103.0,52.0,31.0,1073.0,90.0,90.0,120.0,210.0,6,2010-01-08,1,6,0,2010,1,8,174.84827
206,18,3,1,53.0,99.0,182.0,83.0,46.0,25.0,1063.0,70.0,70.0,100.0,170.0,6,2010-01-09,1,6,0,2010,1,9,185.49393
206,18,3,1,45.0,89.0,164.0,75.0,44.0,23.0,1063.0,40.0,70.0,80.0,150.0,6,2010-01-11,1,6,0,2010,1,11,183.19977
206,18,3,1,59.0,84.0,165.0,71.0,44.0,22.0,950.0,50.0,60.0,80.0,140.0,6,2011-01-03,1,6,0,2011,1,3,174.05103
206,18,3,1,58.0,82.0,161.0,69.0,43.0,21.0,965.0,60.0,60.0,80.0,140.0,6,2011-01-04,1,6,0,2011,1,4,172.04765
206,18,3,1,65.0,92.0,168.0,78.0,42.0,24.0,995.0,60.0,70.0,90.0,160.0,6,2011-01-05,1,6,0,2011,1,5,164.2031
206,18,3,1,79.0,99.0,194.0,83.0,46.0,25.0,1063.0,70.0,70.0,100.0,170.0,6,2011-01-09,1,6,0,2011,1,9,169.34729
206,18,3,1,115.0,186.0,310.0,124.0,71.0,40.0,961.0,120.0,100.0,170.0,270.0,8,2010-01-01,2,3,0,2010,1,1,317.21472
206,18,3,1,121.0,195.0,325.0,130.0,74.0,42.0,945.0,120.0,110.0,170.0,280.0,8,2010-01-02,2,3,0,2010,1,2,320.82892
206,18,3,1,115.0,186.0,309.0,123.0,71.0,40.0,932.0,120.0,100.0,170.0,270.0,8,2010-01-03,2,3,0,2010,1,3,317.88345
206,18,3,1,98.0,165.0,275.0,110.0,67.0,36.0,1020.0,100.0,90.0,150.0,240.0,8,2010-01-05,2,3,0,2010,1,5,274.74298
206,18,3,1,79.0,140.0,232.0,92.0,61.0,30.0,1102.0,90.0,70.0,130.0,200.0,8,2010-01-06,2,3,0,2010,1,6,270.12228
206,18,3,1,115.0,188.0,313.0,125.0,73.0,41.0,1119.0,130.0,90.0,160.0,250.0,8,2010-01-10,2,3,0,2010,1,10,302.78604
206,18,3,1,122.0,195.0,325.0,130.0,73.0,42.0,1134.0,120.0,120.0,180.0,300.0,8,2010-01-11,2,3,0,2010,1,11,306.3767
206,18,3,1,180.0,195.0,346.0,130.0,74.0,42.0,945.0,120.0,110.0,170.0,280.0,8,2011-01-02,2,3,0,2011,1,2,303.68466
206,18,3,1,157.0,176.0,311.0,116.0,70.0,38.0,962.0,110.0,90.0,160.0,250.0,8,2011-01-04,2,3,0,2011,1,4,289.13684
206,18,3,1,181.0,195.0,346.0,130.0,73.0,42.0,1134.0,120.0,120.0,180.0,300.0,8,2011-01-11,2,3,0,2011,1,11,291.63535
206,18,3,1,36.0,59.0,99.0,40.0,23.0,11.0,793.0,50.0,30.0,50.0,80.0,9,2010-01-05,2,10,0,2010,1,5,119.66347
206,18,3,1,50.0,59.0,98.0,40.0,21.0,11.0,793.0,50.0,30.0,50.0,80.0,9,2011-01-05,2,10,0,2011,1,5,115.88041
206,18,3,1,62.0,105.0,167.0,62.0,43.0,19.0,346.0,40.0,40.0,70.0,110.0,11,2010-01-03,3,5,1,2010,1,3,155.3101
206,18,3,1,57.0,99.0,159.0,60.0,42.0,18.0,329.0,40.0,20.0,50.0,70.0,11,2010-01-10,3,5,1,2010,1,10,151.8783
206,18,3,1,98.0,109.0,185.0,65.0,43.0,20.0,372.0,40.0,40.0,70.0,110.0,11,2011-01-02,3,5,1,2011,1,2,173.47325
206,18,3,1,57.0,78.0,124.0,47.0,34.0,14.0,371.0,30.0,30.0,50.0,80.0,11,2011-01-06,3,5,1,2011,1,6,130.23836
206,18,3,1,80.0,94.0,161.0,57.0,40.0,17.0,349.0,40.0,30.0,70.0,100.0,11,2011-01-09,3,5,1,2011,1,9,130.53618
206,18,3,1,41.0,81.0,137.0,56.0,40.0,17.0,382.0,40.0,30.0,60.0,90.0,12,2010-01-02,3,8,1,2010,1,2,141.49644
206,18,3,1,24.0,59.0,99.0,40.0,35.0,12.0,443.0,20.0,20.0,40.0,60.0,12,2010-01-06,3,8,1,2010,1,6,111.75263
206,18,3,1,20.0,54.0,90.0,36.0,34.0,11.0,458.0,30.0,20.0,40.0,60.0,12,2010-01-08,3,8,1,2010,1,8,111.59347
206,18,3,1,34.0,71.0,120.0,49.0,37.0,15.0,454.0,30.0,30.0,50.0,80.0,12,2010-01-11,3,8,1,2010,1,11,125.04196
206,18,3,1,75.0,89.0,168.0,61.0,43.0,19.0,390.0,40.0,40.0,60.0,100.0,12,2011-01-01,3,8,1,2011,1,1,155.37439
206,18,3,1,56.0,77.0,137.0,52.0,39.0,16.0,376.0,30.0,30.0,50.0,80.0,12,2011-01-03,3,8,1,2011,1,3,143.54092
206,18,3,1,45.0,68.0,121.0,46.0,38.0,14.0,388.0,20.0,30.0,40.0,70.0,12,2011-01-04,3,8,1,2011,1,4,129.73723
206,18,3,1,33.0,59.0,98.0,40.0,33.0,12.0,443.0,20.0,20.0,40.0,60.0,12,2011-01-06,3,8,1,2011,1,6,105.24736
206,18,3,1,28.0,54.0,89.0,36.0,32.0,11.0,458.0,30.0,20.0,40.0,60.0,12,2011-01-08,3,8,1,2011,1,8,92.80427
206,18,3,1,50.0,71.0,128.0,49.0,37.0,15.0,454.0,30.0,30.0,50.0,80.0,12,2011-01-11,3,8,1,2011,1,11,108.709816
206,18,3,1,32.0,58.0,103.0,45.0,26.0,14.0,605.0,30.0,40.0,50.0,90.0,4,2010-01-04,1,1,1,2010,1,4,100.92491
206,18,3,1,34.0,62.0,110.0,48.0,28.0,15.0,599.0,40.0,40.0,60.0,100.0,4,2010-01-05,1,1,1,2010,1,5,108.52299
206,18,3,1,34.0,62.0,110.0,48.0,28.0,15.0,593.0,40.0,40.0,60.0,100.0,4,2010-01-06,1,1,1,2010,1,6,103.548615
206,18,3,1,36.0,65.0,115.0,50.0,29.0,16.0,587.0,50.0,40.0,70.0,110.0,4,2010-01-07,1,1,1,2010,1,7,105.2902
206,18,3,1,17.0,39.0,69.0,30.0,22.0,9.0,581.0,30.0,20.0,40.0,60.0,4,2010-01-08,1,1,1,2010,1,8,75.395454
206,18,3,1,21.0,43.0,76.0,33.0,22.0,10.0,577.0,30.0,30.0,40.0,70.0,4,2010-01-09,1,1,1,2010,1,9,72.72679
206,18,3,1,10.0,29.0,51.0,22.0,19.0,7.0,573.0,20.0,10.0,20.0,30.0,4,2010-01-10,1,1,1,2010,1,10,70.717026
206,18,3,1,55.0,62.0,123.0,48.0,28.0,15.0,623.0,40.0,40.0,60.0,100.0,4,2011-01-01,1,1,1,2011,1,1,118.30753
206,18,3,1,47.0,62.0,109.0,48.0,26.0,15.0,599.0,40.0,40.0,60.0,100.0,4,2011-01-05,1,1,1,2011,1,5,103.940636
206,18,3,1,50.0,65.0,114.0,50.0,27.0,16.0,587.0,50.0,40.0,70.0,110.0,4,2011-01-07,1,1,1,2011,1,7,104.39843
206,18,3,1,15.0,29.0,54.0,22.0,19.0,7.0,573.0,20.0,10.0,20.0,30.0,4,2011-01-10,1,1,1,2011,1,10,55.54267
206,18,3,1,19.0,32.0,60.0,24.0,19.0,7.0,567.0,20.0,20.0,30.0,50.0,4,2011-01-12,1,1,1,2011,1,12,58.02991
209,0,3,0,-84.0,-21.0,106.0,127.0,63.0,40.0,1215.0,-80.0,160.0,-30.0,130.0,1,2010-01-05,0,0,1,2010,1,5,105.21095
209,0,3,0,-138.0,-67.0,87.0,154.0,71.0,49.0,1832.0,-150.0,190.0,-90.0,100.0,1,2010-01-07,0,0,1,2010,1,7,92.94898
209,0,3,0,-3.0,50.0,162.0,95.0,55.0,30.0,608.0,30.0,110.0,70.0,180.0,1,2011-01-01,0,0,1,2011,1,1,160.1287
209,0,3,0,-131.0,-25.0,109.0,127.0,63.0,40.0,2947.0,-90.0,150.0,-30.0,120.0,1,2011-01-12,0,0,1,2011,1,12,117.64294
209,0,3,0,276.0,428.0,712.0,284.0,152.0,99.0,2108.0,400.0,350.0,540.0,890.0,2,2010-01-04,0,4,1,2010,1,4,711.6601
209,0,3,0,410.0,428.0,759.0,284.0,152.0,99.0,2108.0,400.0,350.0,540.0,890.0,2,2011-01-04,0,4,1,2011,1,4,734.1182
209,0,3,0,88.0,114.0,201.0,75.0,55.0,24.0,659.0,40.0,50.0,80.0,130.0,13,2011-01-11,3,9,1,2011,1,11,175.96683
209,0,3,0,25.0,168.0,289.0,121.0,143.0,109.0,788.0,30.0,110.0,160.0,270.0,5,2010-01-05,1,2,1,2010,1,5,326.46198
209,0,3,0,216.0,329.0,576.0,247.0,113.0,81.0,1744.0,210.0,240.0,310.0,550.0,6,2010-01-12,1,6,0,2010,1,12,567.3387
209,0,3,0,321.0,329.0,614.0,247.0,113.0,81.0,1744.0,210.0,240.0,310.0,550.0,6,2011-01-12,1,6,0,2011,1,12,584.64996
209,0,3,0,148.0,137.0,247.0,95.0,37.0,26.0,809.0,100.0,80.0,120.0,200.0,8,2011-01-02,2,3,0,2011,1,2,255.58112
209,0,3,0,196.0,295.0,546.0,251.0,99.0,77.0,1268.0,200.0,210.0,270.0,480.0,9,2010-01-09,2,10,0,2010,1,9,532.8854
209,0,3,0,291.0,295.0,582.0,251.0,99.0,77.0,1268.0,200.0,210.0,270.0,480.0,9,2011-01-09,2,10,0,2011,1,9,535.8017
209,0,3,0,26.0,51.0,90.0,39.0,25.0,12.0,541.0,40.0,20.0,40.0,60.0,10,2010-01-10,2,11,0,2010,1,10,99.41069
209,0,3,0,120.0,163.0,276.0,113.0,43.0,31.0,897.0,90.0,70.0,110.0,180.0,11,2010-01-06,3,5,1,2010,1,6,277.85068
209,0,3,0,79.0,111.0,187.0,76.0,32.0,21.0,580.0,50.0,30.0,50.0,80.0,12,2010-01-10,3,8,1,2010,1,10,183.67548
210,16,2,0,192.0,288.0,532.0,244.0,96.0,75.0,1213.0,270.0,300.0,360.0,660.0,2,2010-01-06,0,4,1,2010,1,6,516.69574
210,16,2,0,112.0,152.0,256.0,104.0,40.0,29.0,952.0,120.0,80.0,140.0,220.0,5,2010-01-07,1,2,1,2010,1,7,256.62448
210,16,2,0,133.0,179.0,302.0,123.0,46.0,34.0,915.0,100.0,70.0,120.0,190.0,5,2010-01-10,1,2,1,2010,1,10,267.4429
210,16,2,0,184.0,178.0,298.0,123.0,42.0,34.0,941.0,120.0,100.0,150.0,250.0,5,2011-01-08,1,2,1,2011,1,8,256.92905
210,16,2,0,48.0,73.0,123.0,50.0,25.0,14.0,589.0,40.0,30.0,60.0,90.0,6,2010-01-11,1,6,0,2010,1,11,167.81898
210,16,2,0,26.0,51.0,84.0,34.0,30.0,10.0,428.0,30.0,30.0,50.0,80.0,9,2011-01-08,2,10,0,2011,1,8,103.05308
212,12,1,0,83.0,117.0,198.0,81.0,34.0,22.0,460.0,100.0,80.0,130.0,210.0,13,2010-01-04,3,9,1,2010,1,4,193.06433
212,12,1,0,84.0,80.0,150.0,54.0,27.0,15.0,456.0,70.0,50.0,90.0,140.0,13,2011-01-01,3,9,1,2011,1,1,158.86465
212,12,1,0,123.0,124.0,208.0,86.0,33.0,24.0,499.0,100.0,90.0,130.0,220.0,13,2011-01-05,3,9,1,2011,1,5,199.73721
212,12,1,0,-224.0,-69.0,66.0,135.0,155.0,122.0,3641.0,-210.0,130.0,-70.0,60.0,5,2010-01-12,1,2,1,2010,1,12,90.37382
212,12,1,0,-304.0,-59.0,70.0,125.0,146.0,113.0,1382.0,-190.0,120.0,-60.0,60.0,5,2011-01-04,1,2,1,2011,1,4,97.59087
212,12,1,0,-392.0,-95.0,77.0,173.0,176.0,156.0,2615.0,-260.0,160.0,-90.0,70.0,5,2011-01-08,1,2,1,2011,1,8,109.236145
212,12,1,0,316.0,369.0,647.0,284.0,130.0,107.0,1565.0,180.0,210.0,290.0,500.0,9,2011-01-08,2,10,0,2011,1,8,613.6541
212,12,1,0,-238.0,-139.0,112.0,251.0,99.0,77.0,3948.0,-180.0,190.0,-110.0,80.0,10,2010-01-09,2,11,0,2010,1,9,138.25302
212,12,1,0,138.0,185.0,312.0,127.0,47.0,35.0,1007.0,160.0,130.0,200.0,330.0,11,2010-01-07,3,5,1,2010,1,7,292.3186
212,12,1,0,190.0,185.0,309.0,127.0,44.0,35.0,1007.0,160.0,130.0,200.0,330.0,11,2011-01-07,3,5,1,2011,1,7,279.0372
212,12,1,0,187.0,283.0,543.0,260.0,96.0,72.0,1271.0,210.0,240.0,290.0,530.0,7,2010-01-05,1,12,1,2010,1,5,538.87933
212,12,1,0,646.0,526.0,815.0,239.0,91.0,66.0,1197.0,450.0,210.0,510.0,720.0,7,2011-01-10,1,12,1,2011,1,10,607.88367
213,0,3,0,364.0,387.0,687.0,258.0,142.0,90.0,2067.0,360.0,320.0,480.0,800.0,2,2011-01-02,0,4,1,2011,1,2,693.76074
213,0,3,0,508.0,546.0,902.0,364.0,166.0,127.0,2617.0,520.0,450.0,680.0,1130.0,2,2011-01-08,0,4,1,2011,1,8,875.57465
213,0,3,0,349.0,374.0,664.0,249.0,139.0,87.0,2580.0,310.0,290.0,450.0,740.0,2,2011-01-11,0,4,1,2011,1,11,684.5381
213,0,3,0,47.0,101.0,168.0,67.0,54.0,22.0,677.0,50.0,40.0,80.0,120.0,13,2010-01-12,3,9,1,2010,1,12,170.22272
213,0,3,0,203.0,312.0,546.0,234.0,109.0,77.0,1310.0,200.0,220.0,300.0,520.0,6,2010-01-01,1,6,0,2010,1,1,540.37366
213,0,3,0,220.0,336.0,589.0,253.0,116.0,83.0,1686.0,220.0,240.0,320.0,560.0,6,2010-01-09,1,6,0,2010,1,9,559.33014
213,0,3,0,292.0,304.0,567.0,228.0,107.0,75.0,1691.0,190.0,220.0,290.0,510.0,6,2011-01-11,1,6,0,2011,1,11,563.3084
213,0,3,0,84.0,117.0,198.0,81.0,33.0,22.0,984.0,80.0,70.0,110.0,180.0,8,2010-01-11,2,3,0,2010,1,11,224.71567
213,0,3,0,165.0,253.0,467.0,214.0,88.0,66.0,923.0,170.0,180.0,230.0,410.0,9,2010-01-03,2,10,0,2010,1,3,472.23068
